exam_score,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty
75.7,24,other,b.com,7.7,76.7,yes,8.1,average,online videos,medium,easy
30.7,21,other,b.com,0.67,40.6,no,7.5,poor,mixed,medium,hard
100.0,19,female,bba,7.33,92.2,yes,6.9,poor,mixed,medium,easy
40.1,22,female,diploma,0.9,61.2,yes,9.4,poor,online videos,medium,easy
50.6,19,other,bca,0.68,87.2,yes,8.1,good,self-study,low,moderate
72.6,24,female,b.tech,6.63,67.0,yes,9.0,poor,online videos,high,easy
49.4,21,female,bba,3.65,71.8,no,9.9,average,self-study,low,moderate
43.9,23,other,b.com,2.85,54.9,yes,4.9,average,self-study,medium,moderate
57.6,22,male,ba,2.55,99.4,yes,5.9,average,coaching,low,easy
90.8,22,female,ba,7.66,77.7,yes,8.7,good,group study,high,moderate
47.0,22,other,b.sc,0.67,81.1,yes,6.5,average,mixed,low,moderate
60.2,22,male,bba,4.07,51.5,no,9.5,average,mixed,medium,moderate
95.4,19,male,bba,6.35,68.4,yes,9.5,poor,coaching,low,easy
48.3,18,female,bca,2.12,62.4,yes,7.5,good,group study,low,easy
69.6,23,female,b.com,5.93,76.2,yes,6.0,poor,coaching,low,moderate
93.5,19,female,b.tech,5.99,79.2,yes,8.6,average,self-study,low,moderate
76.2,22,other,b.com,5.5,51.2,yes,7.2,good,group study,high,moderate
36.3,23,male,bba,3.33,85.3,yes,5.9,poor,group study,medium,easy
85.7,20,other,b.com,6.03,82.0,no,9.9,good,coaching,low,moderate
49.6,21,other,b.sc,5.86,50.7,yes,5.0,average,online videos,medium,moderate
92.5,24,male,bba,7.56,52.9,yes,9.5,good,online videos,low,easy
61.8,20,other,bba,3.75,81.7,yes,6.8,good,self-study,low,easy
52.2,20,male,b.sc,3.21,45.7,yes,5.4,average,coaching,high,moderate
84.9,21,other,b.tech,5.31,81.1,yes,5.7,good,self-study,medium,moderate
50.3,19,other,bca,0.26,90.1,yes,6.7,poor,online videos,low,hard
89.2,18,female,b.com,5.66,82.6,yes,9.0,poor,self-study,high,easy
70.1,18,other,b.com,3.49,85.7,yes,4.4,good,coaching,medium,moderate
37.1,20,female,b.tech,4.29,51.7,yes,4.1,poor,group study,medium,moderate
73.9,19,female,b.com,5.05,55.7,yes,7.4,good,self-study,high,easy
39.2,24,other,bba,0.27,85.6,yes,6.7,good,group study,low,moderate
63.9,22,female,ba,6.76,46.4,yes,8.1,good,self-study,medium,hard
83.2,17,male,bca,7.79,73.9,yes,8.9,good,coaching,low,hard
74.1,22,female,b.com,3.88,88.6,yes,5.7,good,coaching,medium,moderate
54.6,22,female,b.sc,0.57,88.4,yes,9.2,poor,coaching,high,moderate
44.3,17,other,b.sc,4.08,43.8,yes,9.2,average,online videos,low,easy
41.5,21,female,bca,1.72,46.1,yes,9.4,poor,coaching,high,moderate
81.6,23,female,b.com,5.67,61.1,yes,4.9,good,mixed,medium,moderate
52.3,17,other,bca,3.88,67.7,yes,8.5,poor,coaching,medium,hard
33.5,20,female,b.com,1.91,63.8,yes,5.1,poor,online videos,high,easy
61.5,21,male,b.sc,6.03,60.9,yes,9.3,average,mixed,medium,moderate
53.4,22,male,b.tech,1.39,68.4,yes,5.9,poor,coaching,high,easy
64.3,17,other,bba,3.4,52.4,yes,8.6,good,mixed,high,moderate
51.3,20,male,ba,5.77,43.1,no,4.4,poor,mixed,high,moderate
20.0,24,male,bba,1.09,45.8,no,4.7,average,online videos,low,hard
45.2,19,other,bca,0.31,50.4,yes,8.4,average,mixed,low,hard
73.0,17,male,b.com,6.87,91.9,yes,7.3,average,mixed,high,hard
90.3,18,other,b.tech,7.44,95.0,yes,4.9,poor,online videos,medium,easy
40.1,24,other,b.com,0.56,80.0,yes,8.8,average,online videos,high,moderate
60.2,18,male,b.tech,5.38,57.0,yes,7.5,average,group study,high,moderate
72.5,22,other,ba,4.7,76.0,yes,4.7,poor,self-study,high,moderate
60.2,19,other,diploma,6.72,52.6,no,9.3,poor,online videos,medium,moderate
72.8,20,female,b.com,2.44,95.7,no,9.1,average,coaching,low,hard
37.4,23,female,diploma,1.29,46.9,yes,6.5,good,mixed,low,moderate
56.2,18,female,ba,0.8,93.8,yes,6.7,poor,self-study,high,hard
54.5,17,female,diploma,3.41,78.0,no,5.4,good,online videos,low,moderate
79.5,20,other,b.tech,6.42,81.1,yes,6.0,good,mixed,medium,moderate
59.5,23,female,b.tech,3.22,94.3,yes,4.9,average,self-study,low,easy
52.7,23,other,ba,4.08,40.7,yes,9.6,good,group study,medium,easy
89.9,23,male,b.com,6.72,97.8,yes,7.2,poor,online videos,medium,moderate
52.6,24,female,ba,0.58,72.6,yes,7.2,good,online videos,low,moderate
76.4,21,male,diploma,4.06,73.8,yes,9.0,good,self-study,medium,easy
62.8,22,male,bca,5.9,44.7,no,7.1,good,group study,medium,moderate
67.7,19,other,b.sc,6.62,54.8,no,7.8,poor,online videos,medium,moderate
74.4,23,male,b.sc,6.03,53.9,no,9.3,good,group study,high,easy
35.0,23,female,bba,2.15,60.6,yes,8.6,average,online videos,low,moderate
47.5,17,male,ba,4.22,50.3,yes,4.5,average,online videos,low,moderate
41.1,21,other,b.sc,1.52,49.0,no,5.2,poor,mixed,medium,hard
47.9,22,male,b.sc,1.78,92.6,yes,5.3,average,online videos,medium,moderate
52.5,19,male,b.tech,0.25,65.1,no,9.6,poor,coaching,low,moderate
57.7,21,other,bca,3.23,64.2,yes,6.5,good,group study,low,moderate
56.0,17,female,ba,2.24,94.6,yes,8.1,average,online videos,low,easy
52.6,23,other,bba,2.56,78.8,yes,6.7,good,group study,medium,moderate
39.3,19,male,b.tech,3.11,46.2,yes,6.9,good,self-study,low,hard
51.0,24,male,diploma,1.44,79.7,yes,7.1,poor,self-study,medium,easy
67.3,23,male,b.tech,4.69,89.6,yes,5.6,average,coaching,medium,hard
46.6,17,female,diploma,3.01,64.3,yes,7.6,poor,online videos,high,easy
34.1,23,other,ba,0.46,69.8,yes,9.9,poor,online videos,medium,moderate
65.9,24,female,diploma,3.39,46.8,no,5.5,average,coaching,high,easy
67.3,23,female,bca,6.16,46.8,yes,7.9,average,mixed,medium,moderate
60.4,18,other,bba,2.96,48.3,yes,7.7,good,online videos,medium,easy
88.2,21,male,bca,4.28,91.8,yes,7.2,average,group study,low,moderate
67.3,24,other,b.tech,4.65,72.6,yes,5.5,poor,self-study,medium,moderate
46.1,23,other,b.sc,2.98,49.1,yes,4.6,good,mixed,low,hard
89.9,23,other,b.com,6.56,80.0,yes,4.4,poor,mixed,high,easy
73.6,20,female,b.com,6.65,49.1,no,6.4,average,coaching,low,easy
78.8,22,male,bba,6.72,60.4,yes,6.7,poor,online videos,high,moderate
32.2,18,male,b.tech,1.77,84.4,yes,6.0,poor,mixed,medium,easy
45.0,18,male,b.com,1.1,79.0,no,4.9,poor,mixed,medium,hard
76.1,22,male,bca,3.63,80.3,yes,9.7,good,mixed,low,moderate
45.9,19,female,diploma,1.72,86.4,yes,7.4,poor,group study,low,moderate
46.2,24,female,bba,3.06,78.2,yes,6.3,average,mixed,low,moderate
86.1,19,other,bca,5.76,42.3,no,4.8,good,mixed,high,moderate
64.8,21,female,b.sc,4.94,58.9,yes,6.8,average,mixed,high,easy
64.4,20,male,b.com,1.24,98.3,yes,5.6,good,mixed,high,hard
64.4,24,other,b.tech,4.53,98.0,yes,5.1,poor,self-study,low,hard
34.1,23,other,ba,1.45,55.3,no,6.0,average,group study,medium,hard
73.7,17,female,b.sc,7.31,77.0,no,6.0,poor,group study,medium,moderate
33.5,19,other,diploma,3.76,44.1,yes,7.7,average,group study,low,moderate
35.3,19,female,b.tech,0.68,55.0,yes,5.2,poor,group study,high,easy
56.9,22,male,diploma,1.35,48.7,yes,5.5,average,coaching,high,hard
61.6,20,other,b.tech,5.63,82.6,no,5.1,poor,mixed,low,easy
86.9,22,female,b.com,7.91,46.2,no,5.1,average,coaching,low,moderate
82.3,19,female,diploma,2.12,81.1,yes,6.4,average,mixed,high,moderate
46.7,23,female,b.com,1.19,81.7,yes,7.3,good,mixed,low,hard
45.7,17,female,b.com,3.22,45.4,yes,5.8,poor,mixed,low,easy
100.0,24,male,bca,7.7,96.9,no,9.1,poor,self-study,high,moderate
29.6,23,female,diploma,0.08,71.2,no,6.9,average,group study,high,moderate
100.0,21,male,bba,7.04,89.9,yes,5.9,average,mixed,low,moderate
62.3,17,female,b.sc,2.31,95.2,no,4.5,poor,self-study,medium,easy
42.0,20,male,b.com,0.78,78.9,yes,7.4,poor,self-study,high,hard
67.6,24,male,diploma,5.63,99.4,yes,4.2,average,online videos,low,moderate
86.2,18,female,bca,7.23,42.3,no,8.2,average,self-study,medium,moderate
62.0,19,male,b.tech,4.91,72.9,yes,9.8,average,group study,medium,easy
63.6,18,other,bca,4.93,66.9,no,6.1,average,group study,high,hard
76.4,20,other,diploma,4.62,95.3,yes,9.0,good,mixed,low,easy
93.4,23,other,b.sc,7.41,43.6,yes,9.2,good,coaching,high,hard
47.1,17,other,b.tech,0.61,94.0,no,4.9,good,mixed,high,moderate
78.6,19,male,ba,4.94,70.7,yes,5.0,good,coaching,low,moderate
43.8,21,female,b.sc,3.4,41.5,no,6.5,poor,group study,low,moderate
98.6,20,other,b.tech,5.37,80.3,yes,9.9,good,mixed,high,easy
53.7,17,female,bba,4.79,49.9,no,4.5,good,online videos,high,easy
93.6,22,other,bba,7.24,70.0,yes,9.3,average,coaching,high,moderate
95.2,19,other,ba,5.58,50.6,yes,7.3,good,mixed,low,moderate
76.6,20,other,diploma,3.53,62.1,yes,8.1,poor,mixed,high,moderate
63.9,22,male,b.tech,2.43,43.9,yes,7.9,average,coaching,low,hard
56.6,21,female,b.sc,2.72,79.4,yes,7.0,good,online videos,medium,moderate
78.9,20,other,b.sc,4.62,81.6,yes,9.7,good,mixed,medium,moderate
77.2,24,other,bca,4.3,68.5,yes,9.2,good,self-study,medium,moderate
79.0,21,other,diploma,7.91,43.4,no,9.5,good,coaching,low,moderate
78.2,22,male,b.com,6.66,89.5,yes,6.4,average,self-study,medium,moderate
62.9,17,female,ba,4.65,57.9,no,8.7,good,coaching,low,hard
76.7,18,other,bca,5.84,80.0,yes,7.6,poor,online videos,medium,easy
82.4,18,female,b.com,4.78,87.3,no,8.9,good,coaching,high,moderate
88.3,22,other,bca,6.5,70.5,yes,5.7,average,mixed,low,moderate
100.0,20,female,b.com,7.28,91.0,yes,5.1,average,coaching,medium,hard
40.0,22,male,bba,2.03,52.9,no,9.9,average,coaching,medium,moderate
83.1,24,female,diploma,5.1,98.4,yes,6.8,poor,group study,low,easy
71.9,21,male,ba,7.57,73.9,no,6.1,poor,online videos,medium,easy
29.3,20,female,bca,3.02,75.1,yes,6.3,average,online videos,medium,hard
68.5,20,other,diploma,3.96,75.3,yes,4.9,good,group study,high,moderate
90.5,23,other,b.tech,7.51,64.4,yes,9.4,good,self-study,high,moderate
54.1,24,female,bca,6.54,50.6,yes,6.1,poor,online videos,low,moderate
47.4,21,other,ba,2.7,57.3,yes,6.3,average,mixed,low,easy
100.0,20,other,ba,7.72,85.3,yes,9.9,good,group study,medium,moderate
83.7,22,female,b.tech,6.9,46.7,yes,4.1,average,group study,high,hard
78.7,19,other,b.tech,4.47,77.8,yes,6.4,poor,online videos,medium,easy
78.8,20,male,bba,7.73,76.9,no,4.4,good,mixed,high,easy
47.4,18,male,b.com,3.41,58.1,yes,6.9,average,self-study,low,easy
77.9,19,female,bca,6.63,68.5,yes,8.3,average,group study,medium,moderate
60.0,23,other,bca,2.71,44.3,yes,6.7,average,coaching,medium,moderate
76.5,17,male,b.com,2.28,91.2,yes,7.3,average,coaching,high,moderate
80.4,23,female,b.tech,7.5,63.1,yes,6.6,poor,mixed,low,hard
56.6,23,male,diploma,5.11,44.7,yes,6.4,average,mixed,medium,moderate
64.6,22,male,b.tech,6.11,69.7,yes,5.5,poor,mixed,medium,moderate
52.3,24,other,bca,1.78,78.2,yes,7.2,average,self-study,high,hard
70.7,19,female,ba,4.37,82.2,yes,4.1,good,group study,medium,moderate
73.3,17,other,b.com,6.2,85.0,no,4.5,average,online videos,high,easy
75.8,17,female,diploma,6.63,52.6,yes,9.8,average,online videos,medium,easy
33.4,22,female,diploma,1.57,86.3,yes,8.1,average,group study,low,moderate
76.8,23,other,bca,3.11,88.7,yes,8.0,good,coaching,medium,moderate
41.5,22,female,ba,4.37,45.3,yes,6.0,average,group study,medium,moderate
48.7,24,female,ba,0.82,67.4,yes,4.1,good,mixed,medium,moderate
90.8,20,female,bca,7.47,64.7,no,7.9,good,online videos,medium,moderate
69.1,20,male,ba,7.15,59.1,yes,6.9,average,online videos,high,moderate
40.5,22,female,bca,1.41,54.2,yes,6.3,average,online videos,high,hard
69.9,21,female,bca,2.05,77.2,yes,5.3,good,coaching,low,moderate
54.4,21,male,b.sc,5.35,62.9,yes,9.3,average,online videos,high,moderate
66.5,18,female,bba,6.9,66.5,yes,4.4,average,group study,low,easy
100.0,19,male,diploma,7.82,90.9,yes,4.9,poor,self-study,high,hard
41.0,22,female,bca,1.29,94.1,yes,5.7,poor,online videos,medium,easy
100.0,18,other,bca,7.91,71.5,yes,8.8,average,self-study,low,moderate
44.0,21,male,b.tech,0.68,62.0,yes,5.4,good,online videos,low,easy
69.9,20,other,bba,4.83,48.3,yes,8.2,good,self-study,low,moderate
29.0,18,female,bca,1.57,47.2,yes,7.2,average,group study,low,moderate
39.5,21,other,b.com,0.71,89.7,yes,4.9,poor,self-study,high,easy
31.0,21,male,b.sc,2.17,55.0,yes,7.2,poor,online videos,medium,moderate
78.5,17,female,diploma,7.51,65.9,yes,4.2,average,group study,low,hard
75.3,20,female,diploma,1.54,73.5,yes,4.8,average,coaching,medium,hard
76.0,20,male,bba,7.74,48.1,yes,7.2,good,self-study,medium,hard
61.5,17,other,bca,4.06,48.8,no,6.6,good,self-study,medium,moderate
70.5,20,male,b.sc,7.29,73.1,yes,9.1,poor,online videos,high,easy
63.1,19,male,diploma,4.08,95.8,yes,9.5,good,self-study,low,moderate
59.3,17,other,ba,3.17,80.5,yes,9.9,poor,self-study,low,moderate
68.4,19,female,b.com,5.02,42.2,yes,8.9,good,self-study,low,hard
44.6,22,other,bca,4.2,57.6,yes,4.1,average,online videos,high,moderate
100.0,19,female,bba,6.64,91.2,yes,9.2,poor,coaching,medium,moderate
33.1,22,other,ba,1.61,62.7,yes,8.1,poor,coaching,low,hard
76.6,24,female,bca,5.54,53.8,no,4.1,good,online videos,high,hard
53.9,19,other,b.tech,4.01,80.0,yes,8.9,poor,self-study,medium,moderate
53.9,19,female,b.sc,1.93,75.9,yes,7.4,poor,coaching,medium,easy
63.0,22,other,b.sc,4.03,69.9,yes,4.3,good,coaching,medium,moderate
60.5,17,male,ba,3.66,67.5,yes,9.9,good,online videos,medium,moderate
58.3,23,other,b.tech,7.14,67.1,yes,6.7,poor,mixed,medium,moderate
76.6,17,female,ba,5.92,75.7,yes,8.4,average,group study,high,moderate
83.6,18,male,diploma,4.91,89.8,yes,9.9,poor,mixed,medium,moderate
76.8,18,other,bca,4.05,85.8,yes,4.1,average,coaching,medium,moderate
61.3,24,male,ba,4.75,94.8,yes,4.4,poor,coaching,medium,easy
55.9,22,other,ba,2.45,49.6,yes,8.2,good,mixed,high,easy
44.2,19,male,ba,2.93,47.1,no,6.8,average,online videos,medium,moderate
71.3,17,male,bba,7.55,46.5,yes,8.5,poor,self-study,medium,easy
85.2,22,other,b.com,5.25,62.9,yes,5.0,good,online videos,high,moderate
86.9,22,male,b.sc,5.39,43.5,no,9.4,average,coaching,high,hard
49.6,24,female,bca,3.99,50.8,yes,5.5,poor,mixed,medium,hard
22.7,23,other,diploma,1.57,40.6,no,4.8,poor,self-study,high,moderate
49.7,17,other,bba,3.97,40.6,no,5.4,average,coaching,medium,easy
100.0,24,female,b.sc,7.63,96.2,yes,7.0,poor,mixed,medium,easy
74.0,21,male,b.com,5.92,63.7,yes,7.7,poor,coaching,high,easy
69.4,20,female,ba,6.08,61.8,yes,7.7,average,online videos,low,easy
32.8,18,male,b.com,3.04,47.0,no,5.6,poor,self-study,medium,moderate
65.1,19,female,diploma,5.6,47.6,yes,9.2,poor,self-study,medium,easy
76.6,24,female,b.com,6.78,82.1,yes,8.4,poor,mixed,low,moderate
56.1,19,other,diploma,3.58,68.2,yes,5.2,average,group study,high,hard
56.4,19,other,ba,0.44,99.4,yes,6.1,average,coaching,medium,hard
72.3,21,male,b.sc,7.3,55.3,yes,7.5,poor,coaching,low,hard
56.8,22,female,bca,5.86,88.9,yes,4.8,poor,group study,low,easy
100.0,18,other,bca,7.37,65.9,yes,8.7,good,coaching,high,easy
32.8,21,other,ba,1.99,64.0,yes,6.0,poor,mixed,low,easy
96.5,20,male,b.tech,3.16,85.9,yes,6.9,good,coaching,high,moderate
49.4,22,female,b.com,3.46,79.5,yes,5.9,poor,self-study,high,hard
98.2,17,male,bba,7.27,94.2,yes,9.7,average,group study,high,moderate
41.8,19,other,diploma,1.81,60.5,yes,5.5,poor,group study,high,easy
87.8,23,female,bba,6.67,67.7,yes,8.6,good,online videos,medium,moderate
81.3,19,male,b.com,3.4,96.5,no,7.0,good,coaching,low,easy
31.4,21,female,bba,0.17,59.5,yes,8.5,poor,self-study,high,moderate
41.9,24,other,b.sc,4.7,58.0,yes,4.9,poor,group study,low,hard
36.1,24,female,bba,0.08,60.4,yes,6.0,poor,group study,medium,easy
80.3,24,male,diploma,4.33,61.4,yes,8.2,good,mixed,medium,moderate
82.9,24,other,diploma,6.75,49.8,yes,9.5,good,mixed,low,moderate
53.1,17,other,bba,1.23,97.7,yes,4.4,average,mixed,high,easy
38.6,20,male,bca,2.05,64.0,yes,8.9,good,self-study,medium,moderate
91.7,22,female,b.tech,7.11,60.4,yes,5.7,good,coaching,high,moderate
58.1,21,male,b.tech,3.71,51.5,yes,6.3,good,mixed,medium,easy
45.2,20,other,ba,2.58,45.1,yes,7.7,average,mixed,medium,hard
72.4,24,male,bca,6.76,65.1,yes,7.4,poor,self-study,high,moderate
53.1,17,male,ba,1.11,52.0,yes,5.5,average,online videos,high,moderate
55.3,21,female,b.sc,1.28,97.8,no,7.2,poor,online videos,medium,hard
86.3,17,female,bba,7.12,59.2,yes,9.1,good,coaching,medium,easy
76.2,24,other,bca,4.29,77.0,no,9.8,average,mixed,high,moderate
93.2,21,other,bca,7.26,97.8,no,4.9,good,online videos,high,moderate
100.0,19,female,b.tech,7.24,94.6,yes,9.9,good,online videos,high,hard
57.7,19,other,diploma,5.12,70.3,yes,4.6,poor,self-study,high,moderate
69.1,21,male,bca,4.86,49.4,yes,4.2,poor,coaching,low,moderate
65.8,21,male,bca,1.5,50.5,yes,8.9,good,group study,high,easy
43.9,23,other,bca,3.53,66.4,yes,6.9,average,coaching,low,moderate
57.6,20,female,ba,2.94,82.3,yes,5.2,average,self-study,medium,easy
61.9,18,male,diploma,0.73,95.8,yes,4.7,average,mixed,medium,moderate
39.5,21,other,b.tech,5.15,58.5,yes,6.1,poor,mixed,high,moderate
94.9,20,male,bca,6.54,96.5,yes,9.0,good,coaching,low,hard
68.8,18,other,bba,4.44,87.4,yes,4.4,average,coaching,medium,easy
89.6,21,other,ba,2.72,86.3,yes,9.6,good,self-study,high,moderate
75.7,24,other,ba,3.16,77.7,yes,5.5,average,mixed,medium,hard
71.6,18,other,b.tech,4.28,87.9,yes,5.9,poor,online videos,medium,moderate
88.5,19,male,diploma,4.79,66.1,yes,9.6,good,self-study,high,easy
71.0,22,other,ba,4.17,78.9,no,8.0,average,online videos,high,moderate
40.9,22,female,b.sc,2.57,44.9,yes,4.1,average,group study,high,moderate
48.6,21,female,ba,2.04,52.4,yes,8.8,poor,mixed,low,moderate
46.3,18,other,bba,5.82,65.7,yes,9.6,poor,group study,medium,easy
55.1,20,female,ba,3.58,63.8,yes,6.4,poor,online videos,medium,hard
56.3,22,other,b.com,2.58,83.8,yes,4.3,good,online videos,low,hard
87.2,20,other,b.sc,6.39,88.6,yes,6.6,average,coaching,low,easy
90.0,17,other,b.sc,6.32,77.4,yes,4.1,good,online videos,high,moderate
38.3,19,female,b.sc,3.42,66.4,yes,8.5,good,online videos,medium,hard
95.5,21,other,b.com,5.58,90.9,yes,9.3,good,coaching,low,moderate
67.9,22,female,bca,4.02,50.0,yes,9.3,average,online videos,medium,moderate
69.3,20,male,b.sc,6.23,65.4,yes,4.5,good,mixed,medium,easy
56.3,24,other,b.com,2.22,87.8,yes,6.9,good,self-study,high,moderate
80.2,20,other,b.com,4.64,92.1,yes,7.0,poor,coaching,medium,hard
31.4,20,male,ba,1.55,46.3,yes,4.8,average,online videos,medium,moderate
50.7,21,other,b.com,2.03,67.2,yes,9.9,poor,coaching,low,moderate
75.9,19,female,b.tech,5.31,99.0,yes,5.0,good,mixed,medium,moderate
84.6,19,female,b.com,6.03,85.3,yes,6.8,average,coaching,high,moderate
74.8,20,other,bca,3.74,74.8,yes,8.5,average,coaching,medium,moderate
37.3,24,male,bca,2.13,72.5,yes,7.8,average,self-study,low,easy
79.0,17,other,b.com,7.91,76.5,yes,9.3,poor,self-study,low,moderate
78.3,19,male,bba,5.68,83.9,yes,9.6,poor,online videos,high,moderate
65.7,21,female,b.sc,4.06,68.7,yes,6.1,average,mixed,medium,easy
69.7,21,male,b.com,7.73,83.5,yes,6.5,poor,online videos,high,easy
68.7,22,female,bba,4.2,71.1,yes,5.3,average,self-study,high,easy
34.6,23,male,b.sc,2.61,51.6,yes,8.5,good,group study,medium,easy
62.8,21,other,b.com,4.82,74.6,no,6.4,poor,group study,high,easy
19.599,20,other,b.sc,0.91,59.7,yes,6.0,poor,online videos,medium,hard
41.3,22,female,b.sc,1.36,93.7,yes,5.1,average,self-study,medium,moderate
76.7,23,female,b.tech,5.38,65.3,yes,7.8,average,self-study,medium,moderate
100.0,24,other,b.com,7.14,92.0,yes,5.2,good,coaching,medium,hard
77.3,17,male,b.tech,6.33,53.6,yes,9.6,average,online videos,medium,moderate
46.9,17,other,ba,3.59,65.5,yes,4.7,average,mixed,high,moderate
46.0,20,female,bca,0.66,46.1,yes,8.2,average,mixed,low,easy
45.7,17,male,bca,4.03,64.7,yes,4.5,average,self-study,low,moderate
58.6,19,female,bba,1.0,64.0,yes,9.1,good,coaching,high,easy
92.3,24,other,b.sc,7.09,86.9,yes,9.2,poor,online videos,high,moderate
89.8,17,female,b.tech,6.67,78.3,yes,8.6,good,coaching,low,moderate
72.2,21,male,b.com,5.94,66.0,yes,8.0,good,online videos,low,easy
41.6,17,female,bba,4.08,46.0,yes,5.7,good,mixed,high,hard
73.1,22,other,ba,4.6,85.3,yes,9.7,average,self-study,medium,easy
88.7,19,other,b.tech,5.34,85.5,yes,8.5,good,online videos,high,easy
72.6,21,other,b.sc,5.28,75.9,yes,5.2,good,online videos,medium,easy
98.8,19,other,ba,5.66,68.7,yes,5.9,good,coaching,high,easy
51.7,20,female,diploma,0.24,81.4,yes,5.9,average,online videos,medium,easy
43.2,18,male,ba,1.45,89.9,yes,7.8,poor,mixed,low,moderate
21.0,23,other,b.sc,1.41,84.9,yes,6.1,average,self-study,medium,moderate
78.0,20,other,b.com,6.25,88.9,yes,7.2,poor,online videos,medium,hard
63.4,24,female,ba,5.65,77.4,no,7.9,average,online videos,high,moderate
44.0,20,other,b.sc,0.4,85.5,yes,8.0,poor,online videos,high,moderate
51.8,17,other,b.sc,6.76,45.9,yes,7.6,poor,online videos,low,easy
81.0,19,male,b.tech,6.07,48.8,yes,9.9,good,group study,medium,moderate
35.2,24,female,bca,0.27,42.8,yes,8.1,average,online videos,medium,easy
72.3,24,male,ba,2.44,88.4,yes,6.2,average,group study,medium,moderate
49.6,17,female,bba,4.56,43.6,no,4.1,poor,coaching,low,moderate
100.0,24,male,b.com,7.51,87.1,no,9.7,poor,mixed,high,hard
77.7,21,male,ba,6.08,74.0,yes,9.8,good,mixed,medium,hard
84.6,20,female,ba,7.38,94.6,yes,6.2,average,online videos,low,hard
65.4,17,female,b.com,5.4,64.3,no,7.7,good,group study,low,moderate
49.7,21,other,diploma,1.51,65.2,yes,9.8,poor,coaching,medium,easy
47.6,22,other,bba,2.29,66.3,yes,8.4,poor,coaching,high,moderate
68.3,23,female,bba,6.13,60.7,yes,5.3,average,self-study,high,hard
38.1,20,other,b.sc,2.8,57.2,yes,7.7,poor,online videos,low,moderate
61.6,22,other,diploma,1.49,73.8,yes,8.1,good,mixed,medium,hard
70.5,24,other,b.tech,5.93,80.9,yes,5.7,poor,group study,high,moderate
75.5,17,other,diploma,5.36,42.1,yes,7.4,average,mixed,medium,moderate
85.2,22,male,b.sc,7.52,90.8,yes,4.6,average,group study,low,hard
87.8,20,female,ba,6.42,91.5,yes,8.1,poor,online videos,medium,moderate
64.5,24,male,b.sc,2.78,77.5,yes,4.8,poor,mixed,medium,moderate
79.9,19,other,b.sc,5.76,70.2,no,9.2,good,self-study,high,moderate
65.5,24,other,bca,2.08,67.0,yes,8.1,average,online videos,high,moderate
